message_id,parent_id,user_id,creadte_date,title,text,사용여부,role,lang,review_count,review_result,deleted,rank,synthetic,model_name,detoxify,message_tree_id,tree_state,emojis,lavels,link,변호사명
947f6146-d20f-4c78-9278-434d04bb9533,null,3c3873ea-30d5-44ec-b11c-e5e3789007d4,2024-08-07T10:51:19.990958+09:00,외도로 인한 이혼 상담 요청.,외도로 인한 이혼 상담 요청.,None,prompter,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },947f6146-d20f-4c78-9278-434d04bb9533,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/430863,
0b81b469-3b2c-4075-b32e-0820dd4b4000,947f6146-d20f-4c78-9278-434d04bb9533,c9c6457f-7107-4e46-b400-2f0cf56d9c7c,2024-08-07T10:51:19.984995+09:00,null,바로 연락주세요. 확실하게 대응해 드리겠습니다. 남편을 위한 남자 가사전문 변호사입니다. 협의이혼은 위자료 양육권 양육비 재산분할을 상대방에게 강제할 수가 없으며 본질적인 이혼조차도 상대방과 함께 법원에 직접 출석해야 하는 제한이 있어 강제할 수 없습니다. 따라서 협의이혼을 한 뒤 상대방 미이행으로 뒤늦게 위자료소송 재산분할소송하는 분들이 다수 있고 현재 대리하고 있습니다. 결국 내가 원하는 방식과 결과로 이혼을 하고 싶다면 [소송(재판상 이혼)]을 해야 합니다. 소송으로 진행시 변호사만 법원에 가면 되고 당사자는 법원에 출석할 필요도 없습니다. 또한 이혼은 무엇보다 가사전문이며 수많은 경험을 쌓은 변호사와 함께 해야 합니다. 저희 법률사무소는 그수백쌍의 이혼을 조력해드렸습니다. 재산분할비율을 :1 8:2로 받아낸 적도 있으며 심지어 아빠에게 양육권을 확보해드리기도 했습니다. 이 모든 경험으로 빠르고 확실하게 조력해드리겠습니다. 상담신청시 [대한변호사협회 인증 가사전문 대형로펌 파트너변호사 출신 대표변호사]가 직접 상담합니다. [법률사무소 가호 이진채 대표변호사] - 대한변호사협회 인증 형사전문 변호사 - 대한변호사협회 인증 가사전문 변호사 - 서울중앙지방검찰청 방위사업수사부 출신 - 대형로펌 파트너변호사 출신 - 국방부검찰단 군검사 출신 - 제2작전사령부 검찰부장 출신 - 국방부 성희롱 예방교육 강연,None,assistant,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },947f6146-d20f-4c78-9278-434d04bb9533,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/430863,이진채 변호사
8dc22c23-67a4-4127-9f22-588268c123f2,null,c2ff4e42-238f-47cd-be2c-ec25cca870c4,2024-08-07T10:51:19.990958+09:00,전세금 반환 소송 관련 상담.,전세금 반환 소송 관련 상담.,None,prompter,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },8dc22c23-67a4-4127-9f22-588268c123f2,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433683,
024acce9-7c46-46ed-a12d-a642aeb169c7,8dc22c23-67a4-4127-9f22-588268c123f2,58298c35-fa3a-43ec-85eb-31eadd933922,2024-08-07T10:51:19.984995+09:00,null,안녕하세요. 법률사무소 명중 윤형진 대표변호사입니다. 경매를 진행할 경우 부동산의 권리 관계에 따라 전액 변제 가능성이 달라집니다. 부동산 등기부 및 기타 권리관계 검토가 필요합니다. 로톡 정책상 본 답변 란에 수임료기재가 불가능한바 연락주시면 변호사 수임료를 안내하여 드리겠습니다. 자세한 상담을 원하시면 연락주시기 바랍니다.,None,assistant,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },8dc22c23-67a4-4127-9f22-588268c123f2,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433683,윤형진 변호사
31e9745c-aba5-4360-96a3-694ea4ec1af2,null,1a6712bf-35cd-4046-8598-c0d93298228b,2024-08-07T10:51:19.991955+09:00,부모 부양료 관련 소송가능성에 대한 질문.,부모 부양료 관련 소송가능성에 대한 질문.,None,prompter,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },31e9745c-aba5-4360-96a3-694ea4ec1af2,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433259,
01506168-6f00-4cf5-a0ac-449e1cb5a689,31e9745c-aba5-4360-96a3-694ea4ec1af2,d40bdbe0-dbba-4fe3-82ee-bd7362f0f82c,2024-08-07T10:51:19.985991+09:00,null,비원 법률사무소 이혜승 대표변호사 (가천대학교 법학과 겸임교수) 입니다. 1. 상담자분은 증여 자금 등에 대해 질문을 주신 것으로 파악됩니다. 2. B씨의 가족들이 외할머니를 부양하는 조건으로 전세자금 등 자금을 지원받았으나 부양의무를 제대로 이행하지 않았다면 증여 계약을 해제하고 지급한 금원의 반환을 청구할 수 있습니다. 3. 본 사안의 경우 B씨는 부양이무를 하겠다는 이유로 돈을 지원받았으나 약속을 이행하지 않았고 이로 인해 A 가족이 억울하게 피해를 보고 있는 것으로 파악됩니다. 본 사안과 같이 증여계약 해제 등 문제로 도움이 필요하시다면 연락주세요. '비원'이 적극적으로 도와드리겠습니다. 더욱 구체적인 사항은 추가 상담을 진행해주세요. 상담진행시 구체적인 전략 및 방향을 설정하며 최상의 결과를 얻을 수 있도록 도와드리겠습니다. 본 상담은 작성해주신 내용을 바탕으로 하였으므로 실제 사실관계에 따라 달라질 수 있습니다. 이혜승 대표변호사 - 비원 법률사무소 대표 - 가천대학교 법학과 겸임교수,None,assistant,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },31e9745c-aba5-4360-96a3-694ea4ec1af2,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433259,이혜승 변호사
9aa6b68c-d6ac-475e-8dbb-01283da31fd4,null,7befb3f2-ef3a-4e35-8d56-3008316d44cc,2024-08-07T10:51:20.040899+09:00,남편의 일방적인 이혼요구와 관련한 상담.,남편의 일방적인 이혼요구와 관련한 상담.,None,prompter,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },9aa6b68c-d6ac-475e-8dbb-01283da31fd4,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433311,
2658b646-7a8a-4e49-8093-f6190a87793d,9aa6b68c-d6ac-475e-8dbb-01283da31fd4,c548bfd5-196b-4be5-8e47-74e39cae4d9a,2024-08-07T10:51:19.985991+09:00,null,비원 법률사무소 이혜승 대표변호사 (가천대학교 법학과 겸임교수) 입니다. 1. 상담자분은 이혼에 대해 질문을 주신 것으로 파악됩니다. 2. 사실혼 관계여도 아이에 대한 양육비를 청구할 수 있습니다. 또한 재산분할의 경우 역시 사실혼 관계 시작부터 현재까지 기여도 등을 고려하여 정확하게 이루어져야 할 것으로 보입니다 특히 어머니가 2억 5천 투자한 부분에 대해서는 무조건 찾아와야 합니다. 3. 본 사안의 경우 억울하게 피해를 본 사안이므로 손해배상 등 문제로 도움이 필요하시다면 연락주세요. '비원'이 적극적으로 도와드리겠습니다. 더욱 구체적인 사항은 추가 상담을 진행해주세요. 상담진행시 구체적인 전략 및 방향을 설정하며 최상의 결과를 얻을 수 있도록 도와드리겠습니다. 본 상담은 작성해주신 내용을 바탕으로 하였으므로 실제 사실관계에 따라 달라질 수 있습니다. 이혜승 대표변호사 - 비원 법률사무소 대표 - 가천대학교 법학과 겸임교수,None,assistant,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },9aa6b68c-d6ac-475e-8dbb-01283da31fd4,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433311,이혜승 변호사
f3e1e892-4d77-405d-854c-d90544505283,null,db10c837-08e1-4df2-a751-278df6745330,2024-08-07T10:51:19.991955+09:00,사이버 명예훼손 성립 요건과 벌레 트랩에 대한 비위생적인 상황.,사이버 명예훼손 성립 요건과 벌레 트랩에 대한 비위생적인 상황.,None,prompter,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },f3e1e892-4d77-405d-854c-d90544505283,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433680,
4e8a121b-6f23-458c-b1a0-864f4e9e8a11,f3e1e892-4d77-405d-854c-d90544505283,7e0ae2ba-2281-44fa-9235-c5751adb0e28,2024-08-07T10:51:19.985991+09:00,null,안녕하세요. 형사전문 윤형진 변호사입니다. 공익성을 인정받아 무혐의 처분을 받기 위해서는 1) 진실한 사실이라는 점 2) 공익적 목적이 있다는 점 모두 인정되어야 합니다. 1) 진실한 사실이라는 점과 관련하여 벌레 트랩 옆자리로 안내 받았다는 점과 관련한 증거를 제출하셔야 합니다. 2) 공익적 목적이 있다는 점은 법리적 측면이므로 피의자 진술시에 간략히 진술하시고 별도의 의견서 등 서류를 통해 법리 주장을 하셔야 합니다. 자세한 상담을 원하시면 연락주시기 바랍니다.,None,assistant,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },f3e1e892-4d77-405d-854c-d90544505283,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433680,윤형진 변호사
ea639a98-143f-4adc-9415-be1f529f7225,null,07432bbd-6f0a-4d4f-b3af-e80d70169a6f,2024-08-07T10:51:20.038899+09:00,혼전임신 후 상대방의 회피 어떻게 대처해야 할까요?.,혼전임신 후 상대방의 회피 어떻게 대처해야 할까요?.,None,prompter,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },ea639a98-143f-4adc-9415-be1f529f7225,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433342,
659093dc-a37d-4dd0-943e-d91de7b2e95a,ea639a98-143f-4adc-9415-be1f529f7225,b58485ef-4347-4776-a809-047c52a4343f,2024-08-07T10:51:19.986998+09:00,null,결국 상호동의 하에 임신한 것이므로 질문자님이 할 수 있는 것은 소정의 손해배상과 양육비청구 뿐입니다. 신중히 생각하시어 정하시기 바랍니다. 마음을 정하신 이후 상담하시면 성실히 답변 드리겠습니다.,None,assistant,ko,0,null,False,null,False,null,{ toxicity: 0.0 severe_toxicity: 0.0 obscene: 0.0 identity_attack: 0.0 insult: 0.0 threat: 0.0 sexual_explicit: 0.0 },ea639a98-143f-4adc-9415-be1f529f7225,ready_for_export,{ name: [ _skip_labeling ] count: [ 2 ] },{ name: [ spam lang_mismatch pii not_appropriate hate_speech sexual_content quality toxicity humor creativity violence ] value: [ 0 0 0 0 0 0 0.5833333333333334 0.08333333333333333 0.08333333333333333 0.4166666666666667 0 ] count: [ 3 3 3 3 3 3 3 3 3 3 3 ] },https://www.lawtalk.co.kr/qna/433342,이세준 변호사
